input,rle,cost,output
xs21_y8178czy2cik8z8k4ozw1,9bo2b2o$7bobo3bo$8b2o3bobo$14b2o3$7bo$6bobo$6bo2bo$7b2o3$b2o$o2bo$bobo$2bo!,1,xs19_256zy24a96zy8cia4,
xp2_wgy0fz2543zy88kic,12b2o$11bo2bo$3bo8bobo$bobo9bo$2b2o4$4o4$5b2o$4bo2bo$5bobo$6bo!,1,xs19_x253y2cik8zg8gz1221,
xp2_wgy0fz2543zy88kic,b2o$o2bo$obo$bo4$13b2o$12bo2bo$12bobo$13bo$8bo$3bo4bo$4bo3bo$2b3o3bo!,1,xs19_x256zy8cik8zg8gz1221,
xs21_w4aaraa4zz6952,2bo$obo$b2o2$4b2o$3bo2bo$4bobo7bo$5bo7bobo$13bobo$12b2ob2o$13bobo$13bobo$14bo!,1,xs19_4aaraa4zzy46a4,
xs0_0,o6bo$b2o2b2o$2o4b2o9$6bo$7bo$5b3o9$18b2o$18bobo$18bo!,4,xs19_ye69a4zcidiczw1,
xs0_0,5bo$3bobo$4b2o7$obo$b2o$bo3$bo$b2o$obo5$22b3o$22bo$23bo!,4,xs19_cidiczw1y769a4,
xs0_0,4bo5bobo$5b2o3b2o$4b2o5bo2$2o$b2o$o5b2o$6bobo$6bo!,4,xs19_08u1u8zw121z8ko,
xs0_0,8bobo$8b2o$9bo5$9bo$8b2o$8bobo$2bo$obo$b2o4$3b2o$2b2o$4bo!,4,xs19_4alla4zycgs26,
xs0_0,15bo$15bobo$15b2o3$14b2o$14bobo$14bo2$obo$b2o$bo3$4b2o$3bobo$5bo!,4,xs19_8u1u8z0121zy9256,
xs0_0,bo$2b2o$b2o$6bo$5bo$5b3o2$2b2o$b2o$3bo2$5b2o$4b2o$6bo$b2o$obo$2bo!,5,xs19_4aaraa4zy6253,
xs0_0,15bo$14bo$14b3o$o6bo$b2o2b2o$2o4b2o3$9bo$9b2o$8bobo5$11b2o$12b2o$11bo!,5,xs19_y32596zzzcidiczw1,
