input,rle,cost,output
xp2_ya4a96zzgw77z3,20bo$19bobo$18bo2bo$19b2o7$bo5b2o$2bo4b2o$3o4b2o2$4bo$4bo$4bo!,1,xs14_2596zzzy8cik8,
xp2_ya4a96zzgw77z3,11bo$9bobo4b3o$10b2o3$12b4o8$b2o$o2bo$obo$bo!,1,xs14_69a4zzy92596,
xs13_2552xcia4,7bo$2bo3bobo$obo2bo2bo4b2o$b2o3b2o4bo2bo$13b2o!,1,xs14_x6996zo4oz01,
xs13_2552xcia4,2bo$3bo$b3o3$2bo$bobo$o2bo4b2o$b2o4bo2bo$8b2o!,1,xs14_2552y1ciic,
xp2_696zy877,bo4bo$2bo3bo$3o3bo$6bo9$b2o$o2bo$b2o!,1,xs14_0gy26996z343,
xp2_696zy877,2bo$obo$b2o4$4o3$13bo$12bobo$12bobo$13bo!,1,xs14_696zy46996,
xp2_696zy877,10b2o$9bo2bo$10b2o9$bo4bo$2bo3bo$3o3bo$6bo!,1,xs14_696zya6996,
xp2_696zy877,bo11bo$obo8bobo$obo9b2o$bo3$11b4o!,1,xs14_0gy86996z343,
xs21_y8178czy2cik8z8k4ozw1,13bo$12bobo$12bo2bo$3bo9b2o$4bo$2b3o$7b2o$6bo2bo$7bobo$8bo3$2o$obo$2bo$2b2o!,1,xs14_y8178czz8k4ozw1,
xs21_y8178czy2cik8z8k4ozw1,8bo$9bo$7b3o3bo$12bobo$12bo2bo$13b2o3$7b2o$6bo2bo$7bobo$8bo3$2o$obo$2bo$2b2o!,1,xs14_6952zy2gs26,
xs21_y8178czy2cik8z8k4ozw1,12b2o$9bo3bo$10bo2bobo$8b3o3b2o3$7bo$6bobo$6bo2bo$7b2o3$b2o$o2bo$bobo$2bo!,1,xs14_4a96zzy98kic,
xs21_y8178czy2cik8z8k4ozw1,14bo$12bobo$13b2o3$12b2o$13bo$13bobo$14b2o3$7bo$6bobo$6bo2bo$7b2o3$b2o$o2bo$bobo$2bo!,1,xs14_2596zy8cia4,
xs21_y8178czy2cik8z8k4ozw1,12bo$10bobo$11b2o3$12b2o$12bo$13b3o$15bo3$7bo$6bobo$6bo2bo$7b2o3$b2o$o2bo$bobo$2bo!,1,xs14_4a96zzzyd2596,
xp2_wgy0fz2543zy88kic,17b2o$16bo2bo$17bobo$18bo4$2bo$obo2b4o$b2o3$10b2o$9bo2bo$10bobo$11bo!,1,xs14_y82596z8k4ozw1,
xp2_wgy0fz2543zy88kic,bo$2bo$3o3b3o$6b3o2$2bo$bobo$o2bo$b2o4$14bo$13bobo$12bo2bo$13b2o!,1,xs14_6952zzy44aic,
xp2_7zwcik8,6bo$4bobo$5b2o3$7b3o2$b2o$o2bo$obo$bo!,1,xs14_2596zxcik8,
xp2_7zwcik8,bo$2bo$3o$5bo$5bo$5bo4$8bo$7bobo$7bo2bo$8b2o!,1,xs14_g88gx69a4z121,
xp2_7zwcik8,12bo$bo9bobo$2bo7bo2bo$3o8b2o$5bo$5bo$5bo!,1,xs14_2596zx4aic,
xp2_7zwcik8,2bo$obo$b2o3$3b3o5$7bo$6bobo$6bo2bo$7b2o!,1,xs14_2596zy0cia4,
xs14_06996zcic,8bo$7bobo$7bobo$8bo$bo$2bo$3o3b2o$5bo2bo$5bo2bo$6b2o!,1,xs14_0gg069a4z1243,
xp2_696zy4f,7bo$5bobo$6b2o4$5b4o6$b2o$o2bo$b2o!,1,xs14_y36996zg8gz121,
xp2_696zy4f,bo4bo$2bo3bo$3o3bo$6bo2$13bo$12bobo$12bobo$13bo!,1,xs14_o4oy06996z01,
xp2_696zy4f,6b2o$5bo2bo$2bo3b2o$obo$b2o4$4o!,1,xs14_2552zwciic,
xp2_653zy3u,8bo$6bobo$7b2o4$6b4o5$2o$obo$b2o!,1,xs14_653zy5ciic,
xp2_653zy3u,bo4bo$2bo3bo$3o3bo$6bo4$12b2o$11bobo$11b2o!,1,xs14_653zxciic,
xp2_653zy3u,7b2o$2bo4bobo$obo5b2o$b2o4$4o!,1,xs14_653zx6996,
xp2_77zwoge2,2bo4b2o$obo3bobo$b2o3bo$5b2o4$9b2o$9b2o$9b2o!,1,xs14_4a96zy52596,
xp2_6952zzyae,10bo$8bobo$9b2o3$11b3o11$bo$obo$o2bo$b2o!,1,xs14_2596zzy84a96,
xp2_6952zzyae,bo$2bo$3o$5bo$5bo$5bo8$18bo$17bobo$16bo2bo$17b2o!,1,xs14_4a96zzy88kic,
xp2_6952zzyae,14b2o$13bo2bo$14bobo$15bo6$2bo$obo$b2o3$3b3o!,1,xs14_6952zzy94aic,
xp2_6952zzyae,8bo$9bo$7b3o$12bo$12bo$12bo10$bo$obo$o2bo$b2o!,1,xs14_2596zzy98kic,
xp2_6952zzyae,2bo$obo$b2o3$3b3o9$17bo$16bobo$15bo2bo$16b2o!,1,xs14_4a96zzy94a96,
xp2_6952zzyae,15b2o$14bo2bo$15bobo$16bo7$bo$2bo$3o$5bo$5bo$5bo!,1,xs14_6952zzy82596,
xs20_8kk8y169a4zx4aic,4bo$3bobo$2bo2bo$3b2o3$bo7b2o$2bo5bo2bo$3o5bobo$5bo3bo$4bobo$4bobo$5bo!,1,xs14_4a96zzy02596,
xs20_8kk8y169a4zx4aic,9bo$7bobo$8b2o$2bo$bobo$o2bo6b2o$b2o6bo2bo$10b2o2$7b2o$6bo2bo$6bobo$7bo!,1,xs14_2596y46952,
xs0_0,bo$2bo$3o8$2bo$3b2o$2b2o2$7bo$5b2o$6b2o!,3,xs14_2552zy5ciic,
xs0_0,2bo$obo11bo$b2o10bo$13b3o2$4b2o$5b2o$4bo2$8b2o$7b2o$9bo!,4,xs14_2596y12596,
xs0_0,2bo$obo$b2o3$3bo$3b2o$2bobo7$23b2o$22b2o$24bo3$15b2o$15bobo$15bo!,4,xs14_4a96zy32596,
xs0_0,13bo$13bobo$13b2o$2bo$obo$b2o13b2o$15b2o$17bo9$11b3o$11bo$12bo!,4,xs14_6952zy02596,
xs0_0,7bo$8bo$3o3b3o$2bo$bo9bo$10bo$10b3o2$6b2o$5bobo$7bo!,4,xs14_2596zzy38kic,
xs0_0,14bo$15bo$13b3o7$bo$2bo$3o3$3b2o$4b2o$3bo2$10bo$10b2o$9bobo!,4,xs14_ye2596z8k4ozw1,
xs0_0,5bo$4bo$4b3o10$8bo$8bobo$8b2o3$11b2o$10b2o$12bo10$b2o$2o$2bo!,4,xs14_4a96zyg4a96,
xs0_0,13bo$11b2o$12b2o$obo$b2o$bo7bo$9b2o$8bobo6$7b2o$7bobo$7bo!,4,xs14_y469a4zggz1074,
xs0_0,7bo$3o4bobo$2bo4b2o$bo$10b3o$10bo$11bo6$17b2o$16b2o$18bo!,4,xs14_69a4zzy02596,
xs0_0,3bobo$4b2o$4bo10$4b2o$3b2o7b2o$5bo6bobo$12bo$2o$b2o$o!,4,xs14_653zy06996,
xs0_0,4bo$2bobo$3b2o11$2o$b2o$o6$19b2o$18b2o$20bo2$15b3o$17bo$16bo!,4,xs14_y92596zzwgz2543,
