input,rle,cost,output
xs21_y8178czy2cik8z8k4ozw1,7bo$2bo3bobo$obo2bo2bo$b2o3b2o3$12b2o$11bo2bo$11bobo$12bo3$20bo$18b3o$17bo$17b2o!,1,xs22_ya6996zy24aiczc4ozw11,
xs21_y8178czy2cik8z8k4ozw1,2bo$3bo$b3o3$2bo$bobo$o2bo$b2o3$7b2o$6bo2bo$6bobo$7bo3$15bo$13b3o$12bo$12b2o!,1,xs22_y8178czy2cik8z0ggz3443,
xs21_y8178czy2cik8z8k4ozw1,13bo$11bobo$12b2o3$12b2o$13bo$13bobo$14b2o3$7bo$6bobo$6bo2bo$7b2o3$b2o$o2bo$bobo$2bo!,1,xs22_y96996zy2cik8z8k4ozw1,
xs15_gy86996z1156,2b2o$bo2bo$bo2bo$2b2o10$2bo4b2o$obo3bobo$b2o3bo$5b2o!,1,xs22_y84a96zg88gyacia4z1221,
xp2_wgy0fz2543zy88kic,b2o$o2bo$obo$bo4$13b2o$12bo2bo$12bobo$13bo$3bo4bo$4bo3bo$2b3o3bo$8bo!,1,xs22_6952zyaciiczy3o4k8zy41,
xp2_wgy0fz2543zy88kic,2bo$3bo$b3o2b3o$6b3o2$2bo$bobo$o2bo$b2o4$14bo$13bobo$12bo2bo$13b2o!,1,xs22_0ggx2596z3443zya8kic,
xs21_w4aaraa4zz6952,7bo$2bo3bobo$obo2bo2bo$b2o3b2o6$3bo$b5o$o5bo$b5o$3bo!,1,xs22_0o4oy46996z17871,
xs21_w4aaraa4zz6952,7bo$8bo$6b3o3$7bo$6bobo$5bo2bo$6b2o6$3bo$b5o$o5bo$b5o$3bo!,1,xs22_4aaraa4zz6996,
xs0_0,2bo$3bo$b3o4$6bo$4b2o$5b2o2$2o$b2o$o$5bo$5b2o$4bobo!,4,xs22_4aaraa4zy4ciic,
xs0_0,14bo$13bo$6bo6b3o$7b2o$6b2o3$14b3o$bo12bo$b2o7bo4bo$obo7b2o$9bobo!,5,xs22_0ggw4aaraa4z3443,
