input,rle,cost,output
xs0_0,3bobo$3b2o$4bo8$4bobo$4b2o$5bo$bo$2o$obo!,3,xs28_y1696z2552wgw2552x33zy1343,
xs0_0,16bobo$16b2o$17bo3$17bo$16b2o$16bobo4$bo$b2o$obo!,3,xs28_y1696z2552wgw2552woozy1343,
xs0_0,obo$b2o$bo10$15bobo$15b2o$16bo$12bo$11b2o$11bobo!,3,xs28_33yaciczy74aa4y14aa4zyc696,
xs0_0,4bo$2b2o$3b2o3$o4b3o$b2o2bo$2o4bo!,3,xs28_yo33zo4k8yocicz01yb8kiczy233,
xs0_0,2bo$obo$b2o5$10bo$11b2o$10b2o4$11b3o$11bo$12bo!,3,xs28_y033zy1cicz4aa4y14aa4zy1696,
xs0_0,9bobo$9b2o$10bo$b2o$obo$2bo7$10bobo$10b2o$5b2o4bo$4bobo$6bo!,4,xs28_33y7696zy42552wgw2552zy9343,
xs0_0,bo$2bo$3o3bobo$6b2o$7bo7$13bobo$13b2o$14bo6$3o$2bo$bo!,4,xs28_33y7ciczy44aa4y14aa4zy9696,
xs0_0,o$b2o$2o$9bobo$9b2o$10bo20$11b2o$10bobo$12bo3b3o$16bo$17bo!,4,xs28_33zzy4o4ozx8kk8w1w8kk8zy4cic,
xs0_0,bo$2bo$3o$7bo$6b2o$6bobo3$19b2o$18b2o$7bo12bo$7b2o$6bobo!,4,xs28_y133zy1cicz4aa4y14aa4zy1696,
xs0_0,bo$o$3o2$11b2o$6bo4bobo$6b2o3bo$5bobo6$3b2o$3bobo$3bo!,4,xs28_ooy6696zy32552wgw2552zy8343,
xs0_0,o$b2o$2o3$2bo$2b2o$bobo7$4b3o$6bo$5bo8b2o$14bobo$14bo!,4,xs28_33xo4oz8kk8w1w8kk8zy1cic,
xs0_0,5bo$3bobo7bobo$4b2o7b2o$14bo7bo$21b2o$21bobo$14b2o$14bobo$14bo$2bo$obo$b2o!,5,xs28_g8g2552y1ciicy633z121w66,
xs0_0,8bobo$9b2o$9bo6$bo$2b2o$b2o3$bo$b2o$obo5$12b3o12bo$14bo11b2o$13bo12bobo!,5,xs28_252yf696zyd2552wgw2552zyi343,
xs0_0,obo$b2o23bo$bo22b2o$25b2o3$9bobo$10b2o$10bo3$9b2o$8bobo$10bo9$4b2o$5b2o$4bo!,5,xs28_33xcicz4aa4y14aa4zy1696,
xs0_0,11bo$9bobo$10b2o3$17bo$17bobo$17b2o4$16bo$14b2o$15b2o3$3o$2bo10b3o$bo11bo$14bo!,5,xs28_66y2696zx2552wgw2552zy4343,
xs0_0,13bobo$14b2o$14bo7bo$22bobo$22b2o9$20bo$19bo$19b3o4$18b3o$18bo$19bo$b2o$obo$2bo!,5,xs28_33y2696zx2552wgw2552zy4343,
xs0_0,8bo$9b2o$2o6b2o$b2o$o20bo$19b2o$20b2o4b2o$26bobo$26bo$23bo$22b2o$22bobo!,5,xs28_ooya696zy72552wgw2552zyc343,
xs0_0,10bo$2bo6bo$obo6b3o$b2o4$5bobo$5b2o$6bo2$11b3o$4b2o5bo$3b2o7bo$5bo!,5,xs28_y32552zwooxooy06996zzg8gz121,
xs0_0,27bobo$27b2o$28bo11$2bo$obo$b2o4$3o$2bo$bo$11b2o$12b2o$11bo4$10bo$10b2o$9bobo!,5,xs28_252zzy4o4ozx8kk8w1w8kk8zy4cic,
xs0_0,o$b2o$2o3$b2o$obo10bo$2bo9b2o$12bobo6$7b2o$7bobo$7bo4$17b2o$17bobo$17bo!,5,xs28_x33zy1cicz4aa4y14aa4zy1696,
