input,rle,cost,output
xs0_0,10bo$4b2o3b2o$3bobo3bobo$5bo2$3o$2bo$bo$4b2o$3bobo$5bo!,4,xs18_699606a4z0352,
xs0_0,9b2o$8b2o$10bo3$3o$2bo$bo$8b2o$7b2o$9bo2$4b2o$5b2o$4bo$10b2o$10bobo$10bo!,5,xs18_8ehlmzw12452,
xs0_0,4bo$5b2o3b2o$4b2o3b2o$o10bo$b2o$2o!,3,xs18_ccy32552z066zyh33,
xs0_0,o$b2o4bo$2o3b2o6bo$6b2o3b2o$12b2o!,3,xs18_02552zy3696z696,
xs0_0,5bobo$6b2o$6bo6$2o$b2o3bo$o4b2o$5bobo!,3,xs18_33y68kk8zy1ccwcc,
xs0_0,2bo$obo$b2o12$16bo$16bobo$16b2o$12bo$12b2o$11bobo!,3,xs18_696z0gw2552z343,
xs0_0,o$b2o$2o2$12b2o$2b2o7b2o$bobo9bo$3bo!,3,xs18_6952y133zx4aic,
xs0_0,11bo$obo7bo$2o8b3o$bo3$2b3o$2bo$3bo!,3,xs18_696y54a4y9oozyaoo,
xs0_0,bo$o$3o2$5bo$5bobo$5b2o3$6b2o$5bobo$7bo!,3,xs18_0gy433y0ooz343y4oo,
xs0_0,o$b2o2bobo$2o3b2o$6bo7$5b2o$4bobo$6bo!,3,xs18_696zy4ooy266zy2oo,
xs0_0,bo$b2o$obo2bobo$5b2o$6bo8$4b2o$5b2o$4bo!,3,xs18_696zwooy2cczy3oo,
xs0_0,2bobo$3b2o$3bo4$6bo$bo4bobo$b2o3b2o$obo!,3,xs18_ggy069a4z11y2cia4,
xs0_0,2bobo$3b2o$3bo10$obo2bobo$b2o3b2o$bo4bo2$9b2o$10b2o$9bo!,4,xs18_0gw696z343y12552,
xs0_0,6bo$6b2o$b2o2bobo$obo7b3o$2bo7bo$11bo$4bo$4b2o$3bobo!,4,xs18_y0gj3z8kk811zy666,
xs0_0,13bo$14b2o$13b2o$6bo$4bobo$5b2o$15b3o$15bo$16bo2$b2o$obo$2bo!,4,xs18_696zy02552z2552,
xs0_0,6bo$4bobo$5b2o12$15bo$13bobo$14b2o$10b2o$9bobo$11bo5$3o$2bo$bo!,4,xs18_33yi696zy0cczzzzyh33,
xs0_0,4bo$3bo$3b3o2$8bo$8bobo$8b2o3$9b2o$8bobo$10bo3$2o$b2o$o!,4,xs18_0gy033y4ooz343y4oo,
xs0_0,10bo$8b2o$9b2o$obo$2o$bo$10b2o$10bobo$2bo7bo$b2o$bobo!,4,xs18_o4oyc2552z01y8696,
xs0_0,15bo$14bo$14b3o7$12bobo$13b2o3b2o$13bo4bobo$18bo$2o$b2o$o!,4,xs18_66y633zxcicw33,
xs0_0,7bo$8b2o$7b2o3$5b2o$4bobo$6bo4$bo$b2o$obo4$14b2o$14bobo$14bo!,4,xs18_33zx696z6996,
xs0_0,9bo$bo5b2o$2bo5b2o$3o4$2b2o$bobo3b3o$3bo3bo$8bo!,4,xs18_0ccwgg0696z66x11,
xs0_0,3bo$4bo$2b3o2$7bobo$8b2o$8bo$2o$b2o10b2o$o11b2o$14bo!,4,xs18_g8g2596z1221zzy533,
xs0_0,3o$2bo2b3o$bo3bo$6bo6b2o$12b2o$14bo5$8bo$8b2o$7bobo$12b2o$12bobo$12bo!,5,xs18_2552zy9696zzx2552,
xs0_0,9bo$9bobo$9b2o7$8b3o$8bo7b3o$9bo6bo$17bo$3o4bo$2bo3b2o$bo4bobo!,5,xs18_8ka52zx8kk8zy6cc,
xs0_0,2bo$obo$b2o6$13bo$11bobo$12b2o6$10bo$10b2o$9bobo$15b2o$14b2o$16bo5$12b2o$13b2o$12bo!,5,xs18_33zy88kk8zy5cczy066,
xs0_0,o8bo$b2o7bo$2o6b3o7$25bo$5b3o17bobo$7bo17b2o$6bo14b2o$21bobo$21bo!,5,xs18_cicx33zyccczy8oo,
xs0_0,10bobo$11b2o$11bo13$14bo$14b2o$13bobo2$18b2o$17b2o$19bo2$25b3o$25bo$bo24bo$b2o$obo!,5,xs18_w6996z33y12552,
xs0_0,5bo$3bobo14bo$4b2o14bobo$20b2o3$11b2o5b2o$10b2o6bobo$12bo5bo4$b2o$obo$2bo!,5,xs18_252zx6952zy24aic,
xs0_0,12bo$12bobo$12b2o3$obo$b2o6bo$bo8b2o$9b2o$14bobo$14b2o$15bo5$3b2o$2bobo$4bo!,5,xs18_0ca23wccz6952,
xs0_0,24bo$24bobo$24b2o17$6b3o$8bo$7bo$3o$2bo$bo8b3o$12bo3bo$11bo3b2o$15bobo!,5,xs18_2552yc4aa4zy2696,
xs0_0,5bo$6bo$4b3o2$14bo$12bobo$13b2o3$14bo$14bobo$10bo3b2o$11bo$9b3o5$3o$2bo$bo!,5,xs18_0ccy12552zz66x66,
xs0_0,24bo$9bobo12bobo$10b2o12b2o$10bo3$22b3o$22bo$23bo6$23bo$22b2o$3o19bobo$2bo$bo!,5,xs18_696zggw2552z123,
xs0_0,2bo$obo$b2o7$6bo5bobo$7bo4b2o$5b3o5bo6$9b2o$10b2o3bo$9bo4b2o$14bobo!,5,xs18_2552zzyao48gw66zyb121,
xs0_0,15bo6bo$15bobo3bo$15b2o4b3o2$11bobo$12b2o$12bo5$b2o$obo$2bo6$7bo$7b2o$6bobo!,5,xs18_033zx8kiczo48gz011,
xs0_0,15bo$13b2o$14b2o4$13b2o$13bobo$13bo$8bo$9bo$7b3o$3b2o$2bobo$4bo5$2o$b2o$o!,5,xs18_6996zy2ciczy766,
xs0_0,bo4bo$2bo2bo$3o2b3o5$17b2o$16b2o$18bo$3b2o6b2o$2b2o6b2o$4bo7bo!,5,xs18_2552zy2696zzw696,
xs0_0,2bo$3b2o$2b2o$13bobo$13b2o$14bo2$17b2o$b2o13b2o$obo15bo$2bo8$14b3o$14bo$15bo!,5,xs18_x696zo4oy02552z01,
xs0_0,14bo$12b2o$13b2o5$3b2o$2bobo$4bo13bo$18bobo$18b2o3$16b2o$15b2o$17bo6$3o$2bo$bo!,5,xs18_0253z6996y1ca4,
xs0_0,bo$2bo$3o3$33bobo$33b2o$34bo2$8bobo$9b2o$9bo2$20bo$20bobo$20b2o3$19b2o$18b2o$20bo!,5,xs18_6996zzxo4ozy01wcc,
xs0_0,16bobo10bobo$16b2o11b2o$17bo12bo3$29b2o$4bo24bobo$4b2o23bo$3bobo7$3o$2bo$bo!,5,xs18_y5696z0ggz1221zyacic,
xs0_0,o24bo$b2o20b2o$2o22b2o3$27bobo$27b2o$28bo3$10b3o$12bo$11bo3b3o$15bo$16bo!,5,xs18_x33z696zx6996,
