input,rle,cost,output
xs0_0,10b2o$9b2o$11bo2$6b3o$8bo$bo5bo$b2o$obo12b2o$14b2o$16bo!,4,xs11_2560696,
xs0_0,11b3o3b2o$2o11bo3bobo$b2o9bo4bo$o6$11b2o$10bobo$12bo!,4,xs11_25ac0cc,
xs0_0,2b3o$4bo3bo$3bo3b2o$7bobo3$3o$2bo$bo$11b2o$11bobo$11bo!,4,xs11_g8o652z11,
xs0_0,8b2o$7bobo$9bo3$bo7b3o$b2o6bo$obo7bo9$16bo$15b2o$15bobo!,4,xs11_25606ac,
xs0_0,6b2o$6bobo$6bo$bo$b2o$obo3b2o$5b2o$7bo4$7b3o$7bo$8bo!,4,xs11_33032ac,
xs0_0,12b2o$12bobo$12bo$6b3o$8bo$7bo$10b2o$10bobo$10bo9b2o$19b2o$21bo6$bo$b2o$obo!,5,xs11_g0s453z11,
xs0_0,10b2o$9b2o$11bo$6bo$3o3b2o$2bo2bobo$bo9$18b3o$18bo$19bo!,4,xs11_2530356,
xs0_0,12bo$11b2o$11bobo$6b2o$b2o4b2o$obo3bo11b3o$2bo15bo$19bo2$12b3o$12bo$13bo!,5,xs11_3586246,
xs0_0,b2o3b3o$2b2o2bo$bo5bo8bo$15b2o$15bobo3$3o$2bo$bo!,4,xs11_178jd,
xs0_0,9b2o$3b2o3b2o$4b2o4bo6b3o$3bo13bo$18bo5$26b2o$25b2o$27bo3$b2o$obo$2bo!,5,xs11_31461ac,
xs0_0,b2o$obo4bo$2bo3b2o$6bobo5$b3o$3bo$2bo6$19b3o$19bo$20bo!,4,xs11_31eg84c,
xs0_0,6bo$6b2o$5bobo$10b3o3bo$12bo2b2o$11bo3bobo3$b2o$obo$2bo!,4,xs11_652zy0696,
xs0_0,9bobo$9b2o$4bobo3bo$5b2o$5bo3$bo$b2o$obo!,3,xs11_66x2596,
xs0_0,obo$b2o$bo4$2bobo$3b2o$3bo3bobo$7b2o$8bo!,3,xs11_253zx653,
xs0_0,4bobo$5b2o$5bo3$bo$b2o$obo2$5bo$4b2o$4bobo!,3,xs11_2596zy5cc,
xs0_0,7bo$o4b2o$b2o3b2o$2o5$7b2o$6b2o$8bo!,3,xs11_33zy34a96,
xs0_0,6bobo$6b2o$7bo2$obo3bo$b2o3b2o$bo3bobo!,3,xs11_2596zy2oo,
xs0_0,2bo$3b2o$2b2o3$2o$b2o$o10$22b2o$21b2o$23bo!,3,xs11_252zzw69a4,
xs0_0,4bobo3bobo$5b2o3b2o$5bo5bo$bo$b2o$obo!,3,xs11_33z4aic,
xs0_0,4bobo$4b2o$5bo2$obo$b2o$bo$7bobo$7b2o$8bo!,3,xs11_33w4aic,
xs0_0,o$b2o$2o13$9b2o$10b2o3b2o$9bo4b2o$16bo!,3,xs11_66y82596,
xs0_0,8bo$9b2o$8b2o3$7b2o$6b2o$o7bo$b2o$2o!,3,xs11_x4a96z66,
xs0_0,9bo$7b2o$8b2o2$4bo$5b2o$4b2o5$2o$b2o$o!,3,xs11_2596066,
xs0_0,4bobo$5b2o$5bo$bo$b2o$obo3$6bo$5b2o$5bobo!,3,xs11_6952zzy666,
xs0_0,3bo$b2o$2b2o3$4b2o$3b2o$5bo2$2o$b2o$o!,3,xs11_33wcia4,
xs0_0,7b3o$7bo$8bo2$bo$bobo$b2o4$b2o$2o$2bo!,3,xs11_33y92596,
xs0_0,obo$b2o$bo6$7bo$5b2o$6b2o4$3b3o$5bo$4bo!,3,xs11_0gg0696z121,
xs0_0,b2o4bo$obo3b2o$2bo3bobo9$2b3o$4bo$3bo!,3,xs11_2552y04a6,
