input,rle,cost,output
xs0_0,6bo$6b2o$2o3bobo$b2o7b3o$o9bo$11bo5$9b3o$9bo$10bo!,4,xs40_y033gz066w343wggz6acggy0hi21w66zx123x11,
xs0_0,7bo$5b2o$o5b2o$b2o$2o3$5b2o$4b2o$6bo!,3,xs40_0g033y0330gz3k3y43k3z343y4343zx33y033,
xs0_0,11bo$9bobo$10b2o3$2bo$obo6bo$b2o4bobo$8b2o2$11bo$11bobo$11b2o!,4,xs40_y1cicy12552z4aa4y14aa4zg8gw696z121zy566,
xs0_0,10bo$9bo$9b3o4$20bobo$20b2o$21bo3$7bo$3o3b2o$2bo3bobo$bo!,4,xs40_yq696zyl2552y12552zzg88gybooz1221zyb66zzykca6,
xs0_0,14bo$13bo$13b3o$18b2o$18bobo$18bo2$11b3o$13bo$12bo4$3o$2bo6bo$bo7b2o$8bobo!,5,xs40_y533z66yf33zy0oozy7ciczy04aa4y14aa4zy5696,
xs0_0,11bo$12bo$10b3o3bo$2bo12bo$obo12b3o$b2o3$21bo$20b2o$20bobo2$16bo$15b2o$15bobo!,5,xs40_y92552zzx696zy1cicz4aa4y14aa4zy1696zzyf66,
