input,rle,cost,output
xs0_0,6b2o$5b2o$bo5bo$b2o$obo2$7b3o$7bo$8bo2$10b2o$10bobo$10bo!,4,xs13_25960696,
xs0_0,bo$b2o$obo$10b2o$10bobo$4b2o4bo$3b2o$5bo4$11b2o$11bobo$11bo!,4,xs13_25ac0cic,
xs0_0,5b2o$6b2o$3o2bo$2bo7b3o$bo8bo$11bo$6b3o$8bo$7bo!,4,xs13_25606996,
xs0_0,12b2o$13b2o$12bo4b3o$17bo$18bo4$3o13b3o$2bo15bo$bo15bo!,4,xs13_ml2zdd,
xs0_0,4b3o$6bo$5bo4b2o$9b2o$11bo3$17b2o$16b2o$18bo$3o$2bo$bo!,4,xs13_32ac0cko,
xs0_0,6bo$6b2o$5bobo2$10b2o$9b2o$11bo$3o$2bo$bo5$13bo$12b2o$12bobo!,4,xs13_356o8a6,
xs0_0,12b2o$6b3o2b2o$8bo4bo$7bo7$23bo$bo20b2o$b2o19bobo$obo!,4,xs13_3hu06a4,
xs0_0,3o$2bo4bo$bo4b2o$6bobo2$16bo$2bo12b2o$2b2o11bobo$bobo!,4,xs13_25606ako,
xs0_0,3o8bo$2bo3bo3b2o$bo3b2o3bobo$5bobo7$13b2o$12b2o$14bo!,4,xs13_2560uic,
xs0_0,4b3o$6bo3b2o$5bo4bobo$3o7bo$2bo$bo$19b2o$18b2o$20bo3$16b2o$15b2o$17bo!,5,xs13_25960653,
xs0_0,3b2o$3bobo$3bo$14b2o$bo12bobo$b2o11bo$obo6$4b3o$4bo$5bo9b2o$14b2o$16bo!,5,xs13_32qb96,
xs0_0,9bo$10b2o$9b2o3$2o9b2o$b2o9b2o$o10bo!,3,xs13_0gx2596z343,
xs0_0,obo$b2o$bo6$13bo$12b2o$7bobo2bobo$8b2o$8bo!,3,xs13_652zy5cczy0cc,
xs0_0,17bo$15b2o$16b2o2$12b2o$11b2o$2o11bo$b2o$o!,3,xs13_0ooy4256zoo,
xs0_0,12bo$10b2o$11b2o$o$b2o4b2o$2o4b2o$8bo!,3,xs13_x256zy4oozz33,
xs0_0,8bo$6b2o$7b2o7$6b2o$2o3b2o$b2o4bo$o!,3,xs13_696zx4a96,
xs0_0,o$b2o$2o3$4b2o$3b2o$5bo2$b2o$2o$2bo!,3,xs13_6996zy1253,
xs0_0,4bo7b2o$5b2o4b2o$4b2o7bo2$2o$b2o$o!,3,xs13_256066zy7cc,
