input,rle,cost,output
xs0_0,12b3o$b2o9bo$obo5b2o3bo$2bo4bobo$9bo6$15bo$14b2o$14bobo!,4,xs15_354cgc453,
xs0_0,10b2o$11b2o2b3o$10bo4bo$16bo2$7b2o$6bobo$3o5bo$2bo$bo!,4,xs15_259606996,
xs0_0,2b2o$2bobo$2bo3$3o$2bo10b2o$bo10b2o$14bo4$13b2o$13bobo$13bo!,4,xs15_0rrz4aic,
xs0_0,20b2o$20bobo$8b2o4b3o3bo$9b2o5bo$3o5bo6bo$2bo$bo6$18b2o$18bobo$18bo!,5,xs15_j1u06a4z11,
xs0_0,3o3bo$2bo2b2o$bo3bobo$13bo$12b2o$12bobo4b3o$19bo$20bo4$2b2o$3b2o$2bo!,5,xs15_09v0ccz321,
xs0_0,b3o3bo$3bo2b2o$2bo3bobo7$7b3o$bo5bo$b2o5bo$obo!,4,xs15_0ggmp3z346,
xs0_0,bo$b2o$obo2$4b3o$4bo$5bo9b2o$14b2o$16bo2$2b2o$3b2o$2bo!,4,xs15_25ac0ciic,
xs0_0,12bobo$13b2o$obo10bo$b2o$bo$12bo$12b2o$11bobo!,3,xs15_y5256zz8kozxca4,
xs0_0,2o$b2o$o2$8b2o$9b2o$8bo2$12b2o$11b2o$13bo!,3,xs15_2552y76a4zxcc,
xs0_0,bo3b3o$b2o2bo$obo3bo6$2o$b2o$o!,3,xs15_253zg88gy633z011,
xs0_0,bo$2bo$3o20$9bo$9b2o$8bobo3$12b2o$11b2o$13bo!,3,xs15_0ggy06996z1243,
xs0_0,3bo$b2o$2b2o3$bo$2o$obo8bo$10b2o$10bobo!,3,xs15_y0696z33y3352,
xs0_0,7bo$5b2o$6b2o11$7bo$3o3b2o$2bo3bobo$bo!,3,xs15_0ggy269a4zop1,
xs0_0,4bo$2bobo$3b2o3$3o4bobo$2bo4b2o$bo6bo!,3,xs15_33wciczy64a6,
xs0_0,5bo$6b2o$bo3b2o$b2o$obo6$6b2o$7b2o$6bo!,3,xs15_0gy26996z3452,
xs0_0,12bo$obo7b2o$b2o8b2o$bo3$12b2o$12bobo$12bo!,3,xs15_2552z66y7ca4,
xs0_0,2bo$obo$b2o6$17bo$15b2o$16b2o3bo$20b2o$20bobo!,3,xs15_x6996z8k4ozw1,
xs0_0,bo$b2o$obo3b3o$6bo$7bo2$12bo$11b2o$11bobo!,3,xs15_33y7ciczg8gz11,
xs0_0,2bo$obo4bo$b2o3b2o$6bobo2$20bo$19b2o$7bo11bobo$7b2o$6bobo!,4,xs15_x2596z33y333,
xs0_0,bo$2bo$3o12$3o$2bo$bo5$6b3o$8bo$7bo4b2o$11b2o$13bo!,4,xs15_33033y364ko,
xs0_0,2bo11bo$2bobo7b2o$2b2o9b2o3$2o$b2o$o13$11b3o$11bo$12bo!,4,xs15_033zy48k8z69a4,
xs0_0,8bobo$9b2o$9bo5$18b2o$17b2o$19bo4$5bo$4b2o$4bobo2$2o$b2o$o!,4,xs15_y869a4zzgj3z11,
xs0_0,15bobo$15b2o$2bo13bo$obo$b2o5$15bo$15bobo$15b2o2$15b2o$15bobo$15bo!,4,xs15_33033zxo8a6,
xs0_0,o5bo$b2ob2o$2o3b2o6bo$12bo$12b3o9$15b2o$14b2o$16bo!,4,xs15_31e8zy2rr,
xs0_0,14bo$13b2o$7b3o3bobo$9bo$8bo6$5b2o$4bobo$6bo$b2o$obo$2bo!,4,xs15_33wg8gzcic011,
xs0_0,o$b2o$2o3$3bo$bobo$2b2o$29bo$28bo$28b3o6$10b3o$12bo$11bo3b2o$15bobo$15bo!,5,xs15_w6952z0ccz66,
xs0_0,5bobo$5b2o13bo$6bo11b2o$19b2o$2o13bo$b2o11bo$o13b3o5$2b2o$3b2o$2bo!,5,xs15_33z66y4cik8,
xs0_0,12bobo$12b2o$13bo5$18bo$17bo$17b3o4$17bo$15b2o$16b2o2$3o$2bo11b2o$bo11b2o$15bo!,5,xs15_y36996z8k4ozw1,
xs0_0,7bo$8b2o$7b2o4$9b3o$b2o8bo10bo$obo7bo10b2o$2bo18bobo2$4b2o$5b2o$4bo!,5,xs15_33g84ozcc011,
xs0_0,3bo10bo$3bobo8bobo$3b2o9b2o$7b2o$8b2o$bo5bo$b2o$obo7$7b2o$8b2o$7bo!,5,xs15_2552zyeccy14ac,
xs0_0,26bo$24b2o$25b2o$9bo$10bo$8b3o4$3bo$4b2o$3b2o3$b2o$obo$2bo7$7b2o$8b2o$7bo!,5,xs15_ooy632aczxcc,
xs0_0,obo4bo$b2o2b2o$bo4b2o5$7bo$5bobo$6b2o3$17b2o$17bobo$17bo$4bo$4b2o$3bobo!,5,xs15_33z33zy82596,
xs0_0,4bo$5b2o$4b2o7$2bo$obo$b2o3$3b3o$5bo$4bo3$b2o$obo15b2o$2bo15bobo$18bo!,5,xs15_33zx69a4zzz033,
xs0_0,8bobo$9b2o3bo$9bo4bobo$14b2o10$2bo$obo$b2o3$3b2o$4b2o$3bo2$19b3o$19bo$20bo!,5,xs15_33zzzzw33zy8c453,
xs0_0,12bo$10bobo$11b2o3$9b2o$8bobo$10bo6$17b3o$17bo5bo$2o16bo3b2o$b2o19bobo$o!,5,xs15_02596zzzccyd252,
xs0_0,8bo$9bo$7b3o$12bo$11bo$11b3o4$15bo$14bo$14b3o$bo$b2o$obo2$5bo$5b2o$4bobo!,5,xs15_yr33zya8kiczggz11,
xs0_0,4b2o$4bobo$4bo2$3o$2bo$bo5$10bo$10bobo$10b2o$5b3o$7bo$6bo!,4,xs15_ggy62596z11w33,
