input,rle,cost,output
xs0_0,11bo$5b2o3b2o$4bobo3bobo$6bo2$b2o$obo$2bo2$4b3o$6bo$5bo5$3bo$3b2o$2bobo!,5,xs17_0ml2z3443033,
xs0_0,9bobo$9b2o$10bo3$11bo$10b2o$10bobo4$bo$b2o$obo!,3,xs17_yj33zyociiczzg8gz11,
xs0_0,8bobo$8b2o$9bo6$bo$b2o$obo3bo$5b2o$5bobo!,3,xs17_066x69a4zcic,
xs0_0,2bo$3b2o$2b2o2$10b2o$2o7b2o$b2o8bo$o!,3,xs17_oox352zoozx252,
xs0_0,2bo$2o$b2o2$8bo$bo4b2o$2b2o3b2o$b2o!,3,xs17_696zwg88gzx11y6ok8,
xs0_0,7bobo$7b2o$8bo$bobo$2b2o$2bo3$bo$b2o$obo!,3,xs17_o4k8y233z01w696,
xs0_0,o$b2o6bo$2o5b2o$8b2o3$10b2o$9b2o$11bo!,3,xs17_6960gy18kczx343,
xs0_0,8bobo$9b2o$9bo2$bo$b2o7bo$obo7b2o$9bobo!,3,xs17_33z2596zw8kk8,
xs0_0,11bo$10b2o$5bobo2bobo$6b2o$6bo2$obo$b2o$bo!,3,xs17_4acx33zy1ooy033,
xs0_0,bo$2bo$3o3$3bo$3b2o$2bobo3$5b2o$4bobo$6bo!,3,xs17_6952wciczzwcc,
xs0_0,10bo$o7bobo$b2o6b2o$2o2$10b2o$9bobo$11bo!,3,xs17_y5696zx4aa4zz256,
xs0_0,6bobo$b2o3b2o$obo4bo$2bo5$17b2o$16b2o$18bo!,3,xs17_2552y04aiczzy2cc,
xs0_0,8b2o$9b2o2b3o$8bo4bo$14bo2$2o$b2o$o!,3,xs17_033y14a96zg8gz121,
xs0_0,o$b2o$2o2$6bo$5b2o$5bobo5$11b3o$11bo$12bo!,3,xs17_696zzzzy58kiczw33,
xs0_0,2bo$obo$b2o11$7bo$5bobo$6b2o4$5b3o$7bo$6bo8$15bo$14b2o$14bobo!,4,xs17_696wgzx2543z33,
xs0_0,14bo$15bo$13b3o3bo$18b2o$18bobo5$18b2o$18bobo$2o16bo$b2o$o!,4,xs17_8kcx2552zy8696,
xs0_0,15bo$16bo$14b3o2$o$b2o14bo$2o15bobo$17b2o16$18b2o$18bobo$18bo!,4,xs17_2552y533zyf6952,
xs0_0,o$b2o$2o$7bobo$7b2o$8bo3$7b2o$7bobo$7bo6$20b2o$19b2o$21bo!,4,xs17_2552zya2596zy533,
xs0_0,11bo$12b2o$11b2o3$14bobo$14b2o$15bo4bo$19bo$19b3o5$bo$b2o$obo!,4,xs17_0gx2596z343ya252,
xs0_0,9bo$10b2o$9b2o2$bo$2bo$3o5$15bo$15bobo$15b2o4$12b2o$13b2o$12bo!,4,xs17_y1696z2552y5652,
xs0_0,11bo$9bobo$o9b2o$b2o$2o$9b2o3b2o$8b2o3b2o$10bo4bo5$6b2o$5bobo$7bo!,5,xs17_o4owccy12596z01,
xs0_0,bo$2bo$3o4bo$5b2o$6b2o5bo$12bo$12b3o7$2bo$3b2o$2b2o3$4b2o$4bobo$4bo!,5,xs17_2552zy2696y2256,
xs0_0,5bobo$6b2o$6bo4$b3o$3bo$2bo3$16bo$15b2o$15bobo$3o$2bo4bo$bo4b2o$6bobo!,5,xs17_0g33y1cicz3452,
xs0_0,bo$2bo18bo$3o17bo$20b3o3$8bo$7bo$7b3o2$3bo$3b2o$2bobo10b2o$14b2o$16bo!,5,xs17_696w25204aic,
xs0_0,19bo$18bo$18b3o4$obo$b2o3bo$bo5b2o$6b2o3$4bo$4b2o$3bobo8$22b2o$22bobo$22bo!,5,xs17_069a4zcczy0696,
xs0_0,14bo$14bobo$14b2o3$17bo$15b2o$16b2o$7bo4bo$5bobo5bo$6b2o3b3o13$2o$b2o$o!,5,xs17_253woozy566zxg8gzy01,
xs0_0,14bo$12bobo$13b2o8$11bo4bobo$11b2o3b2o$10bobo4bo$o$b2o17b3o$2o18bo$21bo!,5,xs17_33zy02596z696,
xs0_0,bo13bobo$2bo12b2o$3o13bo8$11bobo$11b2o$6b2o4bo$7b2o$6bo5$12b2o$12bobo$12bo!,5,xs17_253y14aa4zzyfcic,
