input,rle,cost,output
xs0_0,4bo$2b2o$3b2o3$6bo$4b2o$5b2o2$2o$b2o$o!,3,xs20_033zccy733zy266x66,
xs0_0,bo$b2o$obo2bobo6bo$5b2o6b2o$6bo6bobo!,3,xs20_ooy033zy733zw6996,
xs0_0,21bo$19b2o$20b2o3$18b2o$17b2o$19bo6$2o$b2o$o!,3,xs20_252zzw33w696wcic,
xs0_0,obo$2o$bo3$bo$2o$obo3$4bo$3b2o$3bobo!,3,xs20_02552zjjx696z11,
xs0_0,9bo$2o8b2o$b2o6b2o$o2$8b2o$7b2o$9bo!,3,xs20_2552gzx343zzy2ooy033,
xs0_0,5bo$3b2o$4b2o3$13bo$b2o8b2o$obo9b2o$2bo!,3,xs20_33w66zy44aa4zy0696,
xs0_0,bo$bobo$b2o4$b2o$2o$2bo2$5b2o$4b2o$6bo!,3,xs20_4a96w4aicy0cic,
xs0_0,o$b2o$2o$9bo$9bobo$3b3o3b2o$3bo$4bo!,3,xs20_4aa4y16996zy1696,
xs0_0,5bo$5bobo$bo3b2o$2bo$3o3$8b2o$7b2o$9bo!,3,xs20_2552y0g8gz66woow121,
xs0_0,11bobo$11b2o$7b2o3bo$bo5bobo$b2o4bo$obo!,3,xs20_g88m996x33z1221,
xs0_0,2bo$obo$b2o10$6b3o$6bo$7bo2$3b3o$5bo$4bo!,3,xs20_y4696zy82552z33zw33,
xs0_0,bo$2bo$3o12$b2o$2b2o$bo3$7b2o$8b2o$7bo4b3o$12bo$13bo!,4,xs20_6996zx4aa4zy5cic,
xs0_0,8bo$6b2o$7b2o13$2o$b2o3b2o$o4b2o$7bo3b2o$10b2o$12bo!,4,xs20_y0696z33y22552zy066,
xs0_0,11bobo$12b2o$12bo6$18bo$18bobo$18b2o2$14b3o$14bo$b2o12bo$obo$2bo!,4,xs20_x33zz8kk8x8kk8zy0cc,
xs0_0,o$b2o$2o2$15bobo$15b2o$2b3o11bo$4bo$3bo9$8b2o$7bobo$9bo!,4,xs20_33z66z033yd3jgzyh11,
xs0_0,6bobo$6b2o$2bo4bo$obo$b2o2$13bo$13bobo$13b2o9$6b2o$7b2o$6bo!,4,xs20_yf33z66y1ooy2cczzggz11,
xs0_0,8bo$9bo4bo$7b3o2b2o$13b2o3$2bo$2b2o$bobo4$3o$2bo$bo!,4,xs20_x6996zy8cczy133z33,
xs0_0,6bo$5bo$5b3o2$10bo$10bobo$10b2o$obo$2o$bo3$3b2o$2b2o$4bo!,4,xs20_696zy2cczw4aa4zx66,
xs0_0,21bo$19b2o$20b2o4$bo$2bo$3o2$4b3o$6bo$5bo6$2o$b2o$o!,4,xs20_2552zy033zy1cicz33,
xs0_0,14bo$13bo$13b3o$23bo$21b2o$22b2o4$23b2o$23bobo$23bo4$9b2o$8bobo$10bo$bo$b2o$obo!,5,xs20_33zzccy24aa4zy0696,
xs0_0,8bo$6bobo$2bo4b2o$obo$b2o10$9bo$10b2o$9b2o4b2o$14b2o$16bo3$3bo$3b2o$2bobo!,5,xs20_6952zx4aiczy84aa4,
xs0_0,2bo$obo16bo$b2o14b2o$18b2o3$14bo$5bo6bobo$6b2o5b2o$5b2o2$12b2o$11b2o$13bo!,5,xs20_y066w33zzyd8k8zz66w33,
xs0_0,bo$2bo$3o5$3b2o$2bobo3bo$4bo3bobo$8b2o2$17bobo$17b2o$18bo5$19b3o$19bo$20bo!,5,xs20_ym33zyhccz066yd66z33,
xs0_0,bo$2bo$3o18bo$21bobo$21b2o10$b2o$2b2o$bo3$7b2o$8b2o$7bo4b3o$12bo$13bo!,5,xs20_y5696zxca52zg8gz1221,
xs0_0,17bobo$17b2o$5bo12bo$4bo$4b3o3$3o$2bo$bo7$5b3o$7bo6b2o$6bo6b2o$15bo!,5,xs20_6996y18kk8zy1cic,
xs0_0,4bo$5bo$3b3o3$7b2o$bo5bobo$2bo4bo$3o11b2o$14bobo$14bo3$13bo$12b2o$12bobo!,5,xs20_x2552wciczo44oz011,
xs0_0,16bo$16bobo$16b2o7$10bobo$11b2o$11bo$2bobo$3b2o$3bo3$3o$2bo$bo6$9bo$9b2o$8bobo!,5,xs20_w696z696zzx33w66,
xs0_0,3bo$4bo$2b3o4$2o$b2o$o$30b3o$10b2o13b3o2bo$11b2o12bo5bo$10bo15bo!,5,xs20_0ccyb33033z66yioo,
xs0_0,13bo$6bo5bo$7b2o3b3o$6b2o3$6bo$4b2o$5b2o3$b2o$obo$2bo9$16b2o$15b2o$17bo!,5,xs20_y46996z0gw2552z343,
xs0_0,17bo$15b2o$16b2o7$obo$b2o$bo3b2o$6b2o$5bo5$5b2o$6b2o$5bo$21b3o$21bo$22bo!,5,xs20_y8696z0ccy233zo4oz01,
xs0_0,11bo$12b2o$11b2o2$8bo$8b2o$7bobo$obo12b2o$b2o11b2o$bo14bo9$3b3o$5bo$4bo!,5,xs20_33yh33zy44aa404aa4,
xs0_0,28bobo$obo25b2o$b2o26bo$bo4$20bobo$16bo3b2o$14bobo4bo$15b2o$bo$b2o$obo!,5,xs20_y9696zccy22552z33,
xs0_0,11bo$10bo$10b3o5$11b2o$11bobo$11bo$bo$2bo$3o2$10b2o$9b2o$2b2o7bo$bobo$3bo!,5,xs20_33y8ciczy0oozy5cic,
