input,rle,cost,output
xs0_0,bobo$2b2o$2bo$6bo$6b2o$obo2bobo$b2o$bo!,3,xs27_y18kk8y6696zo4oz01y5ca4zzy833,
xs0_0,12bobo$12b2o$13bo$17bo$16b2o$16bobo2$bo$b2o$obo!,3,xs27_33zx4aicy166zggy533z11oo,
xs0_0,bo$2bo$3o4$19b2o$18b2o$13b3o4bo$15bo$14bo!,3,xs27_x4a96zcik8y1696w8k4ozyc1,
xs0_0,18bo$17bo$17b3o3$17bo$15bobo$16b2o5$b2o$obo$2bo!,3,xs27_y333zg8gyiggzhahyh3421z121zy3oo,
xs0_0,o$b2o$2o5$4bobo$4b2o$5bo3$4b2o$3b2o$5bo!,3,xs27_cicye352zye696y02552zyi33,
xs0_0,11bo$9bobo$10b2o3$14b2o$bo11b2o$b2o12bo$obo$8b3o$8bo$9bo!,4,xs27_y1696z2552yc66zw2596zzy966,
xs0_0,11bo$11bobo$11b2o7$15bobo$obo12b2o$b2o13bo$bo18bo$19b2o$19bobo10$6b3o$8bo$7bo!,5,xs27_cicwooy24a96zy7okczyrcc,
xs0_0,3bobo$4b2o$4bo$bo$2bo$3o6bo$10b2o$9b2o4$8b2o$9b2o$8bo5$25b2o$25bobo$25bo!,5,xs27_y46952z8kk8zy4696y333033,
xs0_0,bo$2bo$3o9$9bo$8bo$8b3o$19b2o$19bobo$19bo$6b2o$7b2o$6bo6$7b2o$7bobo$7bo!,5,xs27_696zwooycgzyf343wggzybok8y11221,
xs0_0,5bo$5bobo$5b2o5$2bo$obo$b2o4bobo$7b2o$8bo4$6b2o$6bobo$6bo$2b2o$bobo$3bo!,5,xs27_0ggy52552y2ooz3421y5696zy133,
