input,rle,cost,output
xs0_0,18bo$16b2o$17b2o$bo$2bo$3o3bobo$6b2o$7bo!,3,xs26_y1696z652y3256zw256x652,
xs0_0,o$b2o$2o13$10b2o$5bo4bobo$5b2o3bo$4bobo!,3,xs26_y06996z4aa4y14aa4zy1696,
xs0_0,12bo$11bo$11b3o6$o$b2o$2o4$2b3o$2bo$3bo!,3,xs26_ccw696z66xgw2552zy0343,
xs0_0,11b2o$12b2o$11bo2$15b2o$14b2o$16bo2$3o$2bo$bo!,3,xs26_2552zy5696ya2552zya33zzyb33,
xs0_0,27bo$16bobo6b2o$16b2o8b2o$17bo$8b2o$7bobo15bo$9bo14b2o$24bobo10$b2o$obo$2bo!,5,xs26_ggy7696z11y4ccwgw2552zy9343,
xs0_0,3bobo$4b2o$4bo10$bo17b2o$b2o11bo4bobo$obo11b2o3bo$13bobo8$10b2o$11b2o$10bo!,5,xs26_696xciczy64aa4zy06996,
xs0_0,12bo4bo$13bo3bobo$11b3o3b2o11$13b2o7b2o$12bobo7bobo$14bo7bo5$3o$2bo$bo!,5,xs26_33y2o4ozy1ggw1w8kk8zy1110cic,
