input,rle,cost,output
xs0_0,3o$2bo13b2o$bo13b2o$5b2o5bo4bo$4b2o5b2o$6bo4bobo!,4,xs14_69bqic,
xs0_0,2o$b2o$o5bo$5b2o$5bobo3$6bo$5b2o$5bobo8$17b2o$17bobo$17bo!,4,xs14_g88m952z121,
xs0_0,11b3o$13bo$12bo4bo$16b2o$16bobo4$11b3o$bo11bo$b2o9bo$obo!,4,xs14_259606952,
xs0_0,14b2o$14bobo2b2o$14bo4bobo$19bo2$12b3o$14bo$13bo2$bo$b2o$obo!,4,xs14_g88b96z123,
xs0_0,8b3o$8bo$9bo2$3b2o$3bobo$3bo7bo$10b2o$bo8bobo$b2o$obo!,4,xs14_69606996,
xs0_0,b2o$obo$2bo3$2b3o6b3o$2bo8bo$3bo8bo4$bo$b2o$obo!,4,xs14_6970796,
xs0_0,4b2o$3b2o$5bo2$3o$2bo$bo12b3o$14bo$15bo2$7b2o$7bobo$7bo!,4,xs14_35606996,
xs0_0,13b3o$13bo$14bo2$11b2o$12b2o$11bo$2o$b2o$o9b2o$10bobo$10bo!,4,xs14_178c0cik8,
xs0_0,10bo$9b2o$9bobo$5bo$5b2o$4bobo3$11b3o$11bo5b2o$12bo3b2o$18bo$b2o$obo$2bo!,5,xs14_0gbap3z121,
xs0_0,b2o$obo$2bo5b2o$8bobo$8bo4$b3o3b2o$3bo2b2o$2bo5bo4b2o$13bobo$13bo!,5,xs14_6960uic,
xs0_0,16bo$3b2o10b2o$4b2o9bobo$3bo4b2o$8bobo$8bo7$3o$2bo$bo$15b2o$14b2o$16bo!,5,xs14_g2u0696z11,
xs0_0,7b2o$7bobo$7bo3$3o2b3o$2bo4bo$bo4bo4$8bo$7b2o$7bobo5$b2o$obo$2bo!,5,xs14_gbbgz0dd,
xs0_0,21b2o$20b2o$16b2o4bo$15bobo$17bo6$8b2o4b3o$9b2o5bo$8bo6bo$3o$2bo$bo!,5,xs14_j1u413z11,
xs0_0,10bobo$10b2o$11bo2$6bo$5b2o$bo3bobo$b2o$obo!,3,xs14_0jjy266z1221,
xs0_0,8bo$9b2o$8b2o2$o12bo$b2o8b2o$2o10b2o!,3,xs14_696zw6996,
xs0_0,o$b2o$2o7$9b2o$3b2o3b2o$4b2o4bo$3bo!,3,xs14_cicw33zy7cc,
xs0_0,obo$b2o6bobo$bo7b2o$10bo2$bo$b2o$obo!,3,xs14_y86996zzo4oz01,
xs0_0,11bo$12b2o$11b2o$2o$b2o$o9b2o$9b2o$11bo!,3,xs14_696y5oozy3oo,
xs0_0,12bobo$12b2o$7bobo3bo$8b2o$8bo6$bo$b2o$obo!,3,xs14_2552zzy8ccy133,
xs0_0,7bo$o4b2o$b2o3b2o$2o6$11b2o$10b2o$12bo!,3,xs14_0ggy233z12210oo,
xs0_0,obo$b2o$bo6$7bo$6b2o$bobo2bobo$2b2o$2bo!,3,xs14_2552zxccw66,
xs0_0,7bo$6b2o$2bo3bobo$2b2o$bobo4$bo$b2o$obo!,3,xs14_696wciic,
xs0_0,bobo$b2o$2bo7bobo$10b2o$11bo$bo$2o$obo!,3,xs14_0ggy733z1221y08k8,
xs0_0,bo$b2o3bobo$obo3b2o$7bo4$8bo$7b2o$7bobo!,3,xs14_4a96zzy66952,
xs0_0,17bobo$17b2o$18bo13$bo$b2o$obo3bo$5b2o$5bobo!,3,xs14_wcicy3252zz4a4,
xs0_0,4bobo$4b2o$5bo2$obo$b2o$bo3$6bo$5b2o$5bobo!,3,xs14_33yi696zy0cc,
xs0_0,o$b2o4bo7bo$2o3b2o6b2o$6b2o6b2o!,3,xs14_6952zx4aic,
xs0_0,11bo$9b2o$10b2o$6bo$o6bo$b2o2b3o$2o!,3,xs14_66y72552z033,
