input,rle,cost,output
xs0_0,bo$2bo$3o6$6bo$4bobo$5b2o$9bobo$9b2o$10bo!,3,xs30_ccyc696zyi2552zye6996zzy3o4ozy41,
xs0_0,5bobo3bobo$5b2o4b2o$6bo5bo2$3o$2bo$bo2$7b2o$6bobo$8bo!,4,xs30_y1696z2552wgw2552y1696zy1343,
xs0_0,3bo$4b2o$3b2o$9bo$7b2o$8b2o6$2bo$3b2o$2b2o6$bo$b2o$obo!,4,xs30_y1696z2552wgw2552xciczy1343,
xs0_0,2bobo$3b2o$3bo3$15bo$13b2o$14b2o4$13b3o$13bo$14bo3$bo$b2o$obo!,4,xs30_2552zy4696zx2552wgw2552zy4343,
xs0_0,bo$2bo$3o6$8b3o$10bo3bo$9bo3b2o$13bobo3$2b2o$bobo$3bo!,4,xs30_696xcicz04aa4y14aa4zy2696,
xs0_0,2bo14bo$obo12bobo$b2o13b2o4$18b3o$18bo$19bo3$12b2o$13b2o$12bo!,4,xs30_cicy3696zy12552wgw2552zy6343,
xs0_0,7bo$8bo$6b3o6$13bobo3b2o$14b2o3bobo$2bo11bo4bo$obo$b2o10$2b2o$3b2o$2bo!,5,xs30_356y1ciczx4aa4y14aa4zy4696,
xs0_0,11bo$12b2o$11b2o5$12bo$13bo$11b3o4$9b2o$10b2o$9bo6$b3o$3bo$2bo4$2o$b2o$o!,5,xs30_ya33zzybcczcicysoozwgz0343yfo4ozyk1,
xs0_0,o$b2o$2o5$15bobo$15b2o7bo$16bo5b2o$23b2o3$24bo$23b2o$2b2o19bobo$bobo$3bo!,5,xs30_0356zy1cicz4aa4y14aa4zy1696,
xs0_0,19bo$17b2o$18b2o2$4bo3bobo$5bo2b2o$3b3o3bo5$8bo$8bobo$8b2o8$bo$b2o$obo!,5,xs30_2552y7ciczy64aa4y14aa4zyb696,
xs0_0,bo$2b2o$b2o4$13bo$11b2o$12b2o2$obo$b2o3bo$bo3bo$5b3o10$3bo$3b2o$2bobo!,5,xs30_y1696z2552wgw2552y2ciczy1343,
xs0_0,2bo9bo$3bo8bobo$b3o8b2o4$13b3o$13bo$2o12bo$b2o$o$15b3o$15bo$16bo!,5,xs30_x696zy1cicz4aa4y14aa4zy1696,
xs0_0,23bo$22bo$22b3o2$26b2o$26bobo$26bo$12bo$bo9b2o$b2o8bobo$obo3b3o$8bo$7bo!,5,xs30_0696zy12552y933w66zy2cczz2552,
xs0_0,15bo$16b2o$15b2o3$5bobo$6b2o3bo$2o4bo4bobo$b2o8b2o$o4$15bo$15b2o$14bobo!,5,xs30_2552zy6ciczy14aa4y14aa4zy6696,
xs0_0,12bo$10b2o$11b2o7$15bo$15bobo$15b2o3$3o14bo$2bo13b2o$bo14bobo3$10b2o$11b2o$10bo!,5,xs30_y4696zx2552wgw2552zg8gy1343z121,
