input,rle,cost,output
xs0_0,8bobo$8b2o$9bo$obo$b2o$bo3bobo$5b2o$6bo!,3,xs23_256zzy033zy533y5oozy8696,
xs0_0,6b2o$2o3b2o$b2o4bo$o8$12b2o$11b2o$13bo!,3,xs23_0330oozzzccy6cczzye4a96,
xs0_0,15bobo$15b2o$10bobo3bo$11b2o$11bo20$bo$b2o$obo!,3,xs23_252y3cczy4cik8zy96996,
xs0_0,obo$b2o4bo7bobo$bo3b2o8b2o$6b2o8bo!,3,xs23_y0696z4a6wgw2552zy0343,
xs0_0,14bobo$14b2o$15bo10$6bobo$6b2o$2bo4bo$obo$b2o!,3,xs23_ya696zz66zy866z04a6zw66,
xs0_0,obo$b2o$bo5$bo$2b2o$b2o4$2b3o$2bo$3bo!,3,xs23_y06996zzzy6ccy2cia4zcc,
xs0_0,5bo$3bobo$4b2o4$2bo$obo$b2o3$2b2o$b2o$3bo!,3,xs23_y0cicw33z4a96zzw696,
xs0_0,7bo$7bobo$3o4b2o$2bo$bo$8b2o$8bobo$8bo6$17b2o$16b2o$18bo!,4,xs23_6952zy033ybck8zx8kic,
xs0_0,2bobo$3b2o$3bo3$2bo$obo$b2o2$21bo$20bo$20b3o4$11bobo$12b2o3b3o$12bo4bo$18bo!,5,xs23_33g88gzw1210ca404aic,
